id,sex,employment,marital,income,social1
243932,0,employed,1,44716,0
243933,1,retired,0,8231,.21242447
243934,1,employed,1,16585,.75731403
243935,1,employed,1,13784,.70520931
243936,1,employed,0,61845,.5593096
243937,1,retired,0,11413,.22459146
243938,1,student,0,0,.5096482
243939,1,student,0,5043,.97155195
243940,1,employed,1,13834,.4834632
243941,0,unemployed,1,12932,.56510979
243942,1,employed,1,12587,.50930184
243943,1,unemployed,1,10273,.89878839
243944,0,retired,0,16181,.23196378
243945,0,employed,1,17336,0
243946,1,unemployed,1,10847,.29353169
243947,1,employed,0,16408,0
243948,0,unemployed,1,8895,0
243949,1,unemployed,1,0,.38361463
243950,1,employed,1,17990,.93994278
243951,1,employed,0,7509,.52069074
243952,1,student,0,0,.82735157
243953,1,student,0,0,.33727327
243954,1,student,0,0,.51854467
243955,1,student,1,8472,0
243956,1,employed,1,15214,0
243957,0,retired,0,16518,.21400693
243958,1,unemployed,0,13695,.55592698
243959,0,retired,1,23381,.27035242
243960,1,student,0,4409,.89535648
243961,0,unemployed,0,0,0
243962,0,employed,1,7165,.55489939
243963,1,employed,1,8376,.6713537
243964,0,employed,1,14722,.011047799
243965,1,employed,0,7000,.32493609
243966,1,student,0,0,.13023409
243967,1,employed,0,11384,.83926982
243968,1,retired,1,433567,0
243969,1,unemployed,1,9255,0
243970,1,retired,1,4462,.33622816
243971,1,employed,1,35008,.86049348
243972,1,employed,1,8880,0
243973,1,employed,1,15947,.7233184
243974,0,retired,1,6748,.30960175
243975,1,employed,1,75174,.63373208
243976,0,employed,1,36970,0
243977,1,employed,1,14204,.51956433
243978,1,student,0,8987,.014204776
243979,1,employed,1,11606,0
243980,0,unemployed,0,11705,.27004761
243981,1,employed,1,6748,.34574264
243982,1,employed,1,14982,.039089795
243983,1,retired,1,29465,.33066162
243984,1,unemployed,1,5916,.51674139
243985,1,student,0,131416,.33409911
243986,1,retired,1,24658,.20537159
243987,1,employed,0,5684,.54844546
243988,0,employed,1,195710,.51166344
243989,1,employed,1,23041,.59479803
243990,1,employed,0,8345,.55789191
243991,1,employed,0,8954,.032476086
243992,1,employed,0,11724,.17042463
243993,1,employed,1,7973,.57693315
243994,1,employed,1,6277,.23954441
243995,1,employed,1,12887,.31780997
243996,1,employed,1,1000000,.9405269
243997,0,employed,0,9147,.68418556
243998,1,employed,1,6642,.16965082
243999,0,student,1,0,.80323368
244000,1,employed,1,8625,.51559097
244001,1,employed,0,6520,.89949572
244002,1,student,0,0,.57904166
244003,1,employed,1,7100,.75074553
244004,1,employed,0,12675,.73919046
244005,1,retired,0,4862,.23359773
244006,0,retired,1,3130,.39095446
244007,0,student,0,13305,.85315108
244008,1,employed,1,11720,0
244009,1,employed,1,11910,.23447849
244010,1,employed,1,10742,0
244011,1,employed,0,255855,.55904901
244012,0,employed,1,5212,0
244013,1,employed,0,12254,.32418364
244014,1,unemployed,1,0,.60431808
244015,1,employed,1,8207,.56099659
244016,1,employed,1,88071,.79154724
244017,1,employed,0,10946,.01942767
244018,1,retired,1,21291,.14167345
244019,1,retired,0,8011,.090578966
244020,1,student,0,0,.97963047
244021,1,employed,0,8849,.52615714
244022,1,retired,1,10796,.074977569
244023,1,retired,0,13077,.29784217
244024,1,employed,0,11094,0
244025,1,employed,1,11269,.69226223
244026,1,student,0,0,.13374099
244027,1,student,0,0,.9432236
244028,0,employed,1,53988,.69616187
244029,1,employed,1,5553,.16174269
244030,1,retired,1,10071,.29007012
244031,1,employed,1,24370,.40422988
244032,0,employed,1,12882,.17464018
244033,0,retired,0,2944,0
244034,0,student,0,0,0
244035,0,employed,1,43099,.0033859587
244036,1,employed,0,22726,0
244037,0,retired,1,5892,0
244038,1,employed,0,41702,.50816453
244039,0,employed,1,5646,.042490155
244040,0,employed,1,10052,.62176806
244041,1,employed,1,18357,.32602558
244042,0,retired,1,12966,.039717712
244043,1,student,1,0,.80093116
244044,1,employed,1,69136,.76817715
244045,1,unemployed,0,29467,0
244046,0,student,0,0,.84937149
244047,1,unemployed,1,0,0
244048,1,employed,1,7172,.41941765
244049,1,employed,1,11061,.60311925
244050,1,employed,0,7502,.90974754
244051,1,employed,1,13715,.005801559
244052,1,employed,1,16015,.55059636
244053,1,student,0,0,.81432551
244054,0,retired,1,2498,.23347469
244055,0,unemployed,1,28211,0
244056,1,employed,0,25744,.94484496
244057,1,student,0,14642,.22781625
244058,0,unemployed,0,12258,.7622335
244059,1,employed,1,10527,.1936363
244060,1,employed,0,16851,.66391826
244061,1,employed,0,13018,.55231041
244062,0,employed,0,5122,.66184527
244063,0,employed,1,4710,0
244064,0,employed,1,4799,0
244065,1,retired,0,4848,.31378466
244066,1,employed,1,18305,.0042576082
244067,1,unemployed,1,0,.33132559
244068,1,employed,1,12046,.47415629
244069,0,student,0,0,.84704649
244070,1,unemployed,0,18881,0
244071,0,employed,0,27364,0
244072,1,employed,1,6892,.48267633
244073,0,student,0,0,.15931895
244074,1,employed,1,7516,0
244075,1,retired,1,7209,.34518591
244076,1,student,0,0,.98735309
244077,1,employed,1,7839,.26260695
244078,1,employed,0,16309,.42538661
244079,0,retired,0,13412,.073332272
244080,0,employed,1,15797,.63169926
244081,1,student,0,0,.89135557
244082,0,unemployed,1,7928,.11760128
244083,1,retired,1,5241,.25840876
244084,1,student,0,0,.37338543
244085,1,employed,1,40400,.2507734
244086,1,employed,1,8580,.44391766
244087,1,employed,0,15041,.35119241
244088,1,employed,1,6436,.023860788
244089,1,employed,1,23732,.35149741
244090,1,student,0,0,.87410945
244091,0,student,0,6299,.11134489
244092,1,retired,0,4605,.016478647
244093,1,employed,1,9217,.04778517
244094,1,retired,1,13386,.25237161
244095,0,employed,0,25750,0
244096,1,unemployed,1,23050,0
244097,1,employed,1,24351,.57864279
244098,0,employed,1,7030,.030074945
244099,1,employed,1,7022,0
244100,1,employed,0,5974,0
244101,0,employed,1,6691,0
244102,1,unemployed,1,0,.33240002
244103,1,employed,0,16227,.54542035
244104,1,retired,1,34422,.20210525
244105,1,employed,0,15347,0
244106,1,student,0,8876,.81513095
244107,1,employed,0,7928,0
244108,1,student,1,0,.79132503
244109,1,employed,0,22842,.75087196
244110,1,student,0,0,.785546
244111,0,employed,1,49671,.50234032
244112,1,employed,1,6644,.60354787
244113,1,retired,1,9615,0
244114,1,retired,1,16527,.20883515
244115,0,employed,1,6402,.34645891
244116,0,unemployed,1,0,.082291953
244117,1,employed,1,40099,.07403639
244118,1,employed,1,8296,0
244119,0,employed,1,6640,0
244120,1,employed,1,52862,.6748383
244121,1,employed,1,17939,0
244122,1,unemployed,1,0,0
244123,1,employed,1,20136,.075413398
244124,1,employed,1,7705,0
244125,0,student,0,0,.061955255
244126,1,unemployed,1,7047,0
244127,1,employed,1,9348,.49873164
244128,1,retired,0,5136,.0019036519
244129,1,employed,1,23108,.51269525
244130,1,employed,1,420969,.21218212
244131,0,unemployed,1,7950,0
244132,0,employed,1,4355,.81429648
244133,1,student,1,22073,.79517853
244134,1,employed,1,8024,.94629395
244135,1,employed,1,99610,.42401135
244136,0,employed,1,15027,0
244137,0,employed,1,14125,0
244138,1,employed,1,15510,.0033817033
244139,1,student,0,9213,.72132933
244140,1,employed,1,6382,.82681817
244141,1,unemployed,0,8800,0
244142,1,employed,1,9408,0
244143,1,employed,0,9885,.83247757
244144,1,employed,0,9282,.054510526
244145,1,employed,1,22566,.8473596
244146,1,retired,1,5391,0
244147,1,employed,1,10264,.72421974
244148,1,employed,1,13015,.28342143
244149,1,unemployed,0,0,.49157816
244150,0,retired,1,9370,.24388275
244151,1,student,1,0,.88998854
244152,1,employed,1,58137,0
244153,0,employed,1,13156,.62504691
244154,1,employed,0,9543,.92676622
244155,1,retired,1,3681,.37979221
244156,1,employed,1,10398,.045352522
244157,0,employed,1,11025,.29722583
244158,1,employed,1,5669,.53851449
244159,1,employed,0,5936,.092177995
244160,1,unemployed,0,22591,0
244161,1,employed,1,9126,.29000768
244162,1,employed,0,7301,.50750148
244163,0,unemployed,1,0,.62100857
244164,1,employed,0,19891,.20508422
244165,1,employed,0,13702,0
244166,0,student,0,0,.86785781
244167,1,unemployed,1,0,.045422439
244168,0,employed,0,135589,.72425324
244169,1,employed,1,28227,.067284681
244170,1,unemployed,1,20523,.69862264
244171,1,employed,0,7226,.52368712
244172,1,employed,1,33338,.555951
244173,1,employed,1,5710,.54911059
244174,1,employed,1,8432,.65511191
244175,1,unemployed,0,17977,.13179208
244176,1,student,0,4491,.7255789
244177,0,student,0,15064,.093713745
244178,1,employed,1,6169,.17414173
244179,0,employed,1,28248,.56667852
244180,1,employed,1,9835,0
244181,1,retired,0,4083,.052057803
244182,0,retired,1,10214,.21507585
244183,1,retired,0,6180,.21917415
244184,1,student,0,0,.91548771
244185,1,employed,1,9621,.60515243
244186,0,student,0,0,.27627704
244187,1,student,0,51630,.8845458
244188,1,employed,0,7787,.62550473
244189,1,student,0,9992,.87001032
244190,1,employed,1,8714,.59675825
244191,1,employed,1,10660,.55198383
244192,1,employed,0,15935,.60820383
244193,1,employed,1,15721,0
244194,1,employed,0,34711,.26466733
244195,1,employed,0,65907,.47856703
244196,0,student,0,0,.88898873
244197,1,retired,1,3450,.14121911
244198,1,student,1,7917,.4263221
244199,1,employed,0,30468,.038203433
244200,1,employed,0,15629,0
244201,1,unemployed,1,0,.59885728
244202,1,employed,1,25416,.57240278
244203,1,employed,1,10012,0
244204,0,employed,1,9930,.62171739
244205,0,unemployed,0,39581,0
244206,1,retired,1,7965,0
244207,0,student,0,0,.22326443
244208,1,unemployed,1,0,0
244209,1,employed,0,5988,.72724563
244210,1,student,0,0,.79825807
244211,0,student,0,12187,0
244212,1,employed,1,8909,.80952251
244213,1,employed,1,7368,0
244214,1,employed,1,8042,.12654498
244215,0,employed,1,281303,.75340265
244216,1,employed,1,19030,.30978885
244217,1,retired,1,20700,0
244218,1,unemployed,1,10981,.96625274
244219,1,employed,0,8611,.51044691
244220,0,employed,1,34910,.65393251
244221,1,unemployed,1,9989,.39590669
244222,0,employed,1,7013,.31385034
244223,0,employed,0,7134,.50893241
244224,1,student,0,34821,.90992057
244225,1,student,0,17438,0
244226,1,employed,0,14573,.71213543
244227,1,unemployed,1,0,.84285069
244228,1,employed,1,7011,.55410945
244229,0,employed,1,9336,.79773599
244230,1,student,0,24455,.062338319
244231,1,unemployed,0,26204,.60595542
244232,1,employed,1,8749,.8278982
244233,1,unemployed,1,6721,0
244234,1,employed,0,6502,.7939564
244235,1,employed,0,15903,.68482387
244236,1,student,0,12888,.33809775
244237,1,employed,1,15361,.66623014
244238,1,employed,1,8704,0
244239,0,employed,1,7890,.65536523
244240,1,employed,1,18506,0
244241,1,student,0,0,.73415136
244242,1,employed,1,12833,.069365762
244243,0,student,0,13597,.60064381
244244,0,unemployed,1,11622,.13418737
244245,0,employed,1,12578,.38595289
244246,0,employed,0,7743,.21230841
244247,1,retired,0,10556,.21767493
244248,1,employed,1,276226,.68335646
244249,1,employed,1,15542,.32709789
244250,1,employed,1,16647,.84051913
244251,1,employed,1,27692,0
244252,0,retired,0,45521,.20846784
244253,1,student,0,0,.96466625
244254,1,employed,1,6696,.51889044
244255,1,employed,1,34607,.48321322
244256,0,employed,1,7905,.04287044
244257,0,student,0,0,.24104315
244258,1,student,0,0,.2843346
244259,1,employed,1,11884,.031457078
244260,1,employed,1,8654,.54611784
244261,1,employed,1,13805,.91852397
244262,0,employed,1,9795,.23883787
244263,0,employed,1,9916,0
244264,1,employed,1,18770,.17394118
244265,1,employed,1,19367,.93566352
244266,1,employed,1,81392,.5352338
244267,1,employed,1,18471,0
244268,1,employed,1,9209,.72518736
244269,0,unemployed,1,10460,.72915691
244270,0,employed,1,26815,.27234438
244271,1,unemployed,0,42061,.88831431
244272,0,employed,1,6262,.66910118
244273,1,student,1,0,.60463822
244274,0,student,0,11060,.90695256
244275,0,employed,0,12559,.68971616
244276,1,unemployed,1,0,.24799006
244277,0,employed,1,11459,.70124555
244278,1,employed,1,10491,.13448298
244279,1,employed,1,25658,.87569594
244280,0,retired,1,621,.09285669
244281,1,employed,1,9167,.62866747
244282,1,employed,1,6274,.049168739
244283,1,employed,1,29533,.17519471
244284,1,employed,0,10540,0
244285,1,employed,0,8678,0
244286,0,unemployed,1,55267,0
244287,1,employed,1,10643,.89577067
244288,1,student,0,0,.47934246
244289,1,student,1,0,.79575735
244290,0,employed,1,6063,.51239979
244291,1,student,0,0,.69449872
244292,0,student,0,0,.88694817
244293,1,employed,1,21514,0
244294,0,employed,1,77216,.93116194
244295,1,retired,0,10026,0
244296,1,employed,1,10601,.06003185
244297,1,student,0,25294,.8396135
244298,1,employed,0,100359,.11431091
244299,1,employed,1,9732,.7583943
244300,1,employed,1,6208,.16124897
244301,1,unemployed,1,0,.40530974
244302,0,employed,1,5758,.041946732
244303,1,student,0,7330,0
244304,1,employed,1,15627,.32031173
244305,1,employed,0,15820,.099135324
244306,0,employed,1,6633,.23071727
244307,0,employed,0,7230,.40778175
244308,1,retired,0,10004,.31470883
244309,0,employed,0,17003,.61155635
244310,1,employed,1,6240,.55352157
244311,1,unemployed,1,6952,.66413397
244312,0,unemployed,1,3304,0
244313,1,student,0,0,.97659558
244314,1,student,0,13813,.91939616
244315,0,unemployed,1,17497,.81863338
244316,0,unemployed,1,70437,.83047086
244317,1,employed,1,10020,.249019
244318,0,retired,1,29907,.39651492
244319,1,employed,1,7069,.65754342
244320,0,retired,1,161326,.11046831
244321,0,unemployed,1,0,.4416227
244322,0,student,0,12130,.1492409
244323,1,employed,0,13215,.42365813
244324,1,employed,1,15954,0
244325,1,student,0,0,.99036169
244326,1,employed,0,13833,.82780302
244327,1,employed,1,11367,.89253855
244328,1,student,0,1568,.23839806
244329,0,unemployed,0,0,.46621561
244330,1,employed,1,7019,.11016248
244331,0,student,0,0,0
244332,1,employed,1,8101,.1953727
244333,1,retired,1,10039,.25309706
244334,1,employed,1,29651,.57350618
244335,1,employed,1,16022,.64634341
244336,0,employed,1,6755,.2700049
244337,1,employed,1,19939,.43753991
244338,1,employed,0,13673,.57791173
244339,1,student,0,7456,.98152226
244340,1,employed,0,42132,.39016929
244341,0,employed,1,9026,.30764696
244342,0,unemployed,0,14251,.85251218
244343,0,unemployed,1,0,0
244344,1,employed,1,7944,0
244345,1,employed,0,8002,.62182593
244346,1,student,0,0,.98846728
244347,1,employed,0,10772,.43568912
244348,1,employed,1,141996,.6974625
244349,0,employed,1,133690,0
244350,1,student,0,19814,.90324652
244351,1,employed,1,5394,.98008865
244352,1,employed,0,12830,.652098
244353,1,employed,1,89963,.76606524
244354,1,employed,1,19178,.18218286
244355,1,employed,1,56435,.30627853
244356,0,employed,1,10241,0
244357,0,retired,0,7630,0
244358,1,employed,1,12531,.58645797
244359,0,student,0,0,.68504483
244360,1,employed,1,10539,.53936827
244361,0,unemployed,1,5858,.07233876
244362,1,employed,1,29919,.40366736
244363,1,employed,0,12220,.37764096
244364,0,unemployed,1,0,.75107771
244365,1,employed,1,11898,.09792231
244366,0,employed,1,11555,0
244367,0,employed,1,5545,.62803984
244368,1,retired,1,4549,0
244369,1,student,0,0,.10069084
244370,1,employed,1,9178,.52502114
244371,1,employed,0,9969,.31213436
244372,0,employed,1,5492,.006842352
244373,1,employed,1,21905,.51938242
244374,0,employed,1,9214,.013264509
244375,0,retired,1,6625,0
244376,1,employed,0,23619,.87980455
244377,1,employed,1,11139,.78452319
244378,1,employed,1,34507,.31586182
244379,1,retired,1,7695,.38524368
244380,1,unemployed,1,34509,.69680607
244381,1,employed,1,10899,.93688697
244382,1,employed,1,13999,.54129446
244383,1,employed,1,5735,.28736541
244384,1,employed,1,7397,.66257411
244385,0,student,0,0,.60086644
244386,1,employed,1,5033,.52016896
244387,1,employed,1,10549,.14407574
244388,1,employed,1,11005,.83116627
244389,1,retired,1,6733,.27642104
244390,1,employed,1,15902,.81576997
244391,1,employed,1,6482,.64982873
244392,1,unemployed,0,0,0
244393,1,employed,0,42634,.60107177
244394,1,unemployed,0,0,0
244395,1,employed,1,5692,0
244396,1,employed,1,10630,.0070149358
244397,1,student,0,0,.96998376
244398,1,student,0,0,.95264077
244399,0,employed,1,7099,.40917256
244400,1,retired,1,9441,.32083169
244401,1,student,0,0,.77725798
244402,1,student,1,0,.79115415
244403,1,employed,0,14020,.80873847
244404,1,employed,1,46066,.5032087
244405,1,employed,0,7196,.79758984
244406,1,employed,1,16196,.077690393
244407,1,employed,0,30664,.57802129
244408,1,unemployed,1,9102,.30332237
244409,0,retired,0,11506,.23402567
244410,1,employed,1,20214,.070060641
244411,0,employed,1,5360,0
244412,0,employed,1,39080,0
244413,1,student,0,0,.74698234
244414,0,employed,1,12479,0
244415,1,employed,1,9052,.80289972
244416,1,employed,1,24412,.52230179
244417,1,student,0,0,.75123841
244418,1,student,0,0,.74513948
244419,1,employed,1,11033,.51384604
244420,0,student,0,0,.78379077
244421,1,employed,1,26952,.78125608
244422,0,employed,1,10445,.87796223
244423,0,employed,1,38636,.99123043
244424,0,employed,1,10428,.63008517
244425,1,employed,1,54155,.72804081
244426,0,student,0,0,0
244427,1,student,0,28688,.83842021
244428,1,retired,0,4400,0
244429,0,employed,1,9484,.46295086
244430,1,employed,0,8200,.033696223
244431,1,employed,1,55273,.50714403
244432,1,employed,0,10577,.40242687
244433,1,employed,0,24183,0
244434,1,retired,1,7288,0
244435,0,student,0,0,.94097221
244436,1,employed,1,20041,.22827457
244437,0,employed,1,8269,.68567652
244438,0,retired,1,15114,.047323808
244439,0,unemployed,0,11573,.5460785
244440,1,retired,0,8262,0
244441,0,retired,1,10702,.30793089
244442,1,employed,0,12044,.5031935
244443,1,employed,1,11275,0
244444,0,retired,1,5847,.29458228
244445,0,employed,1,12493,.39229226
244446,1,employed,1,7574,.032731831
244447,1,employed,1,19596,.0012812117
244448,0,employed,1,8261,.59846401
244449,1,employed,0,26973,.15399273
244450,1,employed,1,28977,.26474926
244451,0,employed,0,16548,.99225175
244452,1,unemployed,0,0,0
244453,1,employed,1,9543,.37334049
244454,1,employed,1,7156,.004439543
244455,1,employed,1,36196,.50721884
244456,1,retired,0,6829,.33463538
244457,1,employed,0,31011,.6721943
244458,1,employed,1,8623,.64189559
244459,1,student,0,28417,.95471007
244460,1,student,0,0,.26139751
244461,1,student,0,0,.27778587
244462,1,student,0,0,.91170979
244463,0,employed,1,11299,.65498877
244464,1,employed,1,44326,.59661794
244465,1,employed,1,6745,0
244466,0,employed,0,11748,.66280138
244467,1,retired,1,11238,0
244468,0,unemployed,0,0,.61206508
244469,1,employed,1,13655,.1436975
244470,0,unemployed,0,0,0
244471,1,employed,1,26046,0
244472,1,student,1,11054,.7094084
244473,1,employed,1,12185,.93895811
244474,1,employed,1,13915,.60809255
244475,1,employed,1,9768,0
244476,1,employed,1,8705,.2633296
244477,1,unemployed,1,8201,.12660998
244478,1,employed,1,17780,0
244479,0,retired,0,5360,0
244480,1,employed,0,27391,.35392761
244481,1,student,0,0,.92796242
244482,1,employed,1,9844,0
244483,0,student,0,146909,0
244484,0,unemployed,1,0,0
244485,0,student,1,0,0
244486,1,employed,0,7202,.76399529
244487,1,employed,1,53656,.47710228
244488,1,employed,1,19865,.50960076
244489,1,unemployed,0,0,.28245065
244490,1,employed,1,41076,0
244491,0,retired,1,5049,0
244492,1,employed,0,7448,.63644516
244493,1,employed,1,9351,.13824917
244494,1,employed,1,17528,.64755589
244495,1,unemployed,1,18234,.078156672
244496,1,employed,1,16777,.91667056
244497,1,employed,1,6772,.88187635
244498,1,unemployed,1,16612,.51455235
244499,1,employed,1,13946,0
244500,0,employed,1,31749,0
244501,1,employed,0,13219,.30910233
244502,1,employed,0,5963,.22005591
244503,0,employed,0,10906,0
244504,0,employed,1,17057,.050355688
244505,1,employed,1,11590,0
244506,1,employed,1,8400,.63055503
244507,1,employed,1,7508,.62846434
244508,1,employed,1,13992,0
244509,1,employed,1,15695,.67378283
244510,1,employed,1,33884,0
244511,0,employed,1,5508,.93766087
244512,1,student,0,0,.94988096
244513,0,unemployed,1,0,.20303085
244514,1,student,0,0,.90229911
244515,1,student,0,0,.48308986
244516,1,retired,1,11281,0
244517,1,unemployed,1,8133,0
244518,1,employed,0,24464,.55056208
244519,0,student,0,0,.89811128
244520,1,student,0,8769,.9197588
244521,1,employed,0,7240,.27802971
244522,1,employed,1,21923,.92260802
244523,0,retired,0,12077,.28806788
244524,1,employed,1,15568,.6894784
244525,1,employed,1,16431,.93345398
244526,1,employed,1,8925,.31046912
244527,1,employed,0,30409,.14692861
244528,0,retired,1,5310,0
244529,1,employed,1,22164,0
244530,1,employed,0,7096,.41776296
244531,0,unemployed,1,11753,0
244532,1,employed,1,12410,.24555382
244533,1,employed,1,7953,.52371472
244534,0,employed,1,15721,.54754084
244535,1,unemployed,1,0,0
244536,1,unemployed,1,0,.074116305
244537,0,employed,0,13774,.1903093
244538,1,employed,1,11357,.33641753
244539,1,employed,1,12785,.95744348
244540,0,employed,0,7602,.73675722
244541,1,employed,0,15023,.53580564
244542,1,employed,0,10125,.07082282
244543,1,employed,1,39707,.28060228
244544,1,employed,1,17535,.416361
244545,1,unemployed,1,8867,.53099006
244546,1,employed,1,8356,.85764676
244547,0,unemployed,1,6193,.97679913
244548,1,employed,1,16100,.57212615
244549,1,employed,1,7902,.56308705
244550,0,employed,1,6198,.53796959
244551,1,employed,1,12597,.61669093
244552,1,retired,0,6639,.37074438
244553,1,unemployed,0,0,.59678733
244554,1,unemployed,1,19848,.60479164
244555,0,employed,0,21227,.65144873
244556,1,employed,0,10638,.60631895
244557,1,employed,1,6151,0
244558,0,employed,0,42108,.38193014
244559,0,employed,0,7961,.5589031
244560,1,unemployed,1,8400,0
244561,0,employed,0,17548,.68016613
244562,1,employed,1,8920,.53000122
244563,1,employed,0,37758,0
244564,1,student,0,6628,.59185672
244565,1,employed,0,8486,.55007631
244566,0,employed,0,275494,.47622344
244567,0,unemployed,1,0,.016774688
244568,0,student,0,58822,.26886588
244569,1,unemployed,0,0,.017174635
244570,1,employed,1,7858,.50773591
244571,1,employed,1,29889,.86788237
244572,1,employed,1,32530,.87321669
244573,1,employed,1,14655,0
244574,1,retired,1,10746,.077130139
244575,1,employed,1,50984,0
244576,0,employed,1,5414,0
244577,1,employed,0,9649,.3703568
244578,1,student,0,0,.64190274
244579,1,employed,1,30269,.46102923
244580,1,student,0,0,.89314628
244581,1,employed,1,11058,.24643204
244582,0,unemployed,1,8740,.67887855
244583,1,student,0,16188,.75726444
244584,1,unemployed,0,0,.47668648
244585,1,employed,1,13361,.8026526
244586,1,retired,1,11226,.17706272
244587,1,employed,0,10170,0
244588,1,unemployed,0,0,0
244589,1,student,0,0,.92779911
244590,1,employed,1,22137,0
244591,1,employed,1,10881,.16303487
244592,1,employed,1,19514,.29483691
244593,1,employed,1,8958,.63608128
244594,1,student,0,8311,.22199215
244595,0,employed,1,5477,.52365941
244596,1,employed,0,6551,.63830906
244597,1,employed,1,8891,0
244598,1,unemployed,1,10087,.70650405
244599,1,employed,0,10897,.81949055
244600,0,employed,1,9912,.69298244
244601,1,student,0,0,.98834169
244602,1,unemployed,1,0,.1134634
244603,1,employed,1,13592,0
244604,0,employed,0,6804,.37303218
244605,1,employed,1,13640,.88021654
244606,1,employed,1,12164,.017075788
244607,1,employed,0,12796,0
244608,1,employed,1,6931,.56687969
244609,1,student,1,16414,.83633757
244610,1,student,0,0,.86912042
244611,1,employed,1,28145,.88909864
244612,1,student,0,14319,.73303586
244613,1,employed,0,16916,.042823646
244614,1,student,0,0,.8872422
244615,1,retired,1,2661,0
244616,0,retired,1,5258,.00065586844
244617,1,student,0,0,0
244618,1,student,0,0,.81422991
244619,1,unemployed,0,0,.25196138
244620,1,employed,0,8456,0
244621,0,student,0,69013,0
244622,0,retired,1,11192,0
244623,1,student,0,0,.24677072
244624,1,unemployed,1,9075,.35233343
244625,1,retired,1,7074,.21030144
244626,1,employed,1,14229,.4698776
244627,1,employed,1,10379,.10878985
244628,1,employed,1,9411,.56087959
244629,1,employed,1,190107,0
244630,0,unemployed,1,17966,.6175229
244631,1,student,0,0,.92560989
244632,1,employed,1,9542,.69220954
244633,0,unemployed,1,21467,0
244634,1,unemployed,1,0,.71364433
244635,1,retired,1,3585,.2538833
244636,0,employed,1,21034,.11458851
244637,1,employed,0,12287,.57625633
244638,1,student,0,5718,.086548239
244639,1,student,0,5514,.30599171
244640,0,unemployed,1,0,.11856981
244641,1,employed,1,13990,.47673517
244642,0,student,0,3992,.68332177
244643,1,employed,1,7456,.056416906
244644,1,employed,1,15436,.57274622
244645,1,employed,0,12530,.77386612
244646,1,student,0,32331,.87114245
244647,1,unemployed,1,21112,.92582011
244648,0,unemployed,0,6938,.56942618
244649,1,employed,1,11369,.5594421
244650,1,employed,1,8095,.46264914
244651,1,student,0,11606,.88648558
244652,1,employed,0,12554,.62710726
244653,0,employed,1,14732,.65488595
244654,1,employed,0,8186,.66677994
244655,1,employed,1,5853,0
244656,0,employed,1,45098,.78662014
244657,0,student,0,0,.94506586
244658,1,employed,1,5930,.67981857
244659,1,employed,1,25586,.53885829
244660,0,unemployed,0,26142,.5018664
244661,1,employed,1,7596,0
244662,1,student,0,19686,.89663488
244663,1,unemployed,1,0,.5432905
244664,1,employed,0,29123,0
244665,1,retired,0,29782,.25411433
244666,1,employed,1,26465,.59443587
244667,1,employed,1,70586,.17615773
244668,1,employed,1,7341,0
244669,0,employed,1,7811,.79460716
244670,1,employed,1,9153,.76643348
244671,0,employed,1,9775,.010150122
244672,1,employed,0,13044,0
244673,0,student,0,0,.52315134
244674,1,employed,1,358883,.64277452
244675,0,retired,1,8292,0
244676,1,student,0,0,.74985671
244677,0,student,0,4707,.43790942
244678,1,student,1,0,.38594818
244679,1,employed,1,18429,0
244680,1,employed,1,6233,.1515148
244681,1,employed,0,24429,.64172155
244682,1,employed,1,17416,.47620505
244683,1,employed,1,6577,.88908589
244684,0,employed,0,6675,.18223594
244685,1,employed,1,113923,.13347416
244686,0,student,0,0,.80065393
244687,0,unemployed,1,0,0
244688,0,unemployed,1,16596,.50212681
244689,1,employed,1,181174,0
244690,0,employed,1,7042,.79311645
244691,1,employed,1,11758,.44789657
244692,1,employed,1,11709,0
244693,1,employed,0,38147,.51126963
244694,1,employed,1,10068,.59665227
244695,1,employed,0,7324,.34793937
244696,1,student,0,0,.12710722
244697,1,employed,1,5053,.56579459
244698,1,employed,1,21713,.74098808
244699,1,student,0,0,.68539155
244700,1,unemployed,0,0,.87649918
244701,0,employed,1,10906,.27983302
244702,1,employed,1,32633,0
244703,1,student,0,0,.83643425
244704,0,employed,1,15930,.37238207
244705,1,student,0,0,.94465083
244706,1,student,0,5380,.30334848
244707,0,retired,0,3241,.35311711
244708,0,employed,0,28036,.89086717
244709,1,employed,1,13325,0
244710,1,unemployed,1,0,.75571787
244711,1,student,0,0,.13103373
244712,1,retired,1,23942,.28651628
244713,1,employed,1,8653,.41789538
244714,0,employed,0,12911,0
244715,0,employed,1,7797,.32354003
244716,1,employed,0,14858,.70465314
244717,1,unemployed,1,0,0
244718,0,employed,1,11294,.87554961
244719,1,employed,1,18977,0
244720,1,unemployed,1,8250,.99382055
244721,0,retired,1,26473,0
244722,0,employed,1,6326,0
244723,1,employed,1,13478,.20624387
244724,1,employed,0,5751,.2192183
244725,1,employed,0,16953,.41593394
244726,1,student,0,0,.082556769
244727,1,employed,0,6446,.41502675
244728,0,employed,1,5286,0
244729,0,retired,0,5636,0
244730,1,employed,0,11027,.77017951
244731,0,unemployed,1,0,0
244732,1,employed,0,10043,.60002655
244733,0,employed,1,13328,0
244734,1,unemployed,1,14641,0
244735,0,employed,1,6724,.79910284
244736,0,employed,1,12497,.70374095
244737,1,employed,0,7630,.65398115
244738,1,employed,0,10359,0
